Side,Arc,Source,Target,Rot,AdaptFrac,nEval,nEvalPos,nArc,Method,Uses,BAC,Precision,Recall
Left,random,RTT,PTT,5,0.5,1136,36,1112,SDMu-PCA,arc segments,0.48444444444444446,0.029411764705882353,0.3888888888888889
Left,random,RTT,PTT,6,0.05,1136,51,114,COT-u,arc segments,0.4945784765519111,0.04411764705882353,0.5882352941176471
Left,random,RTT,PTT,6,0.05,1136,51,114,SDMu-HS4,arc labels,0.4833468871419535,0.04215851602023609,0.49019607843137253
Left,random,RTT,PTT,6,0.05,1136,51,114,SDMu-HSsrc,arc segments,0.5646968464805278,0.07407407407407407,0.3137254901960784
Left,random,RTT,PTT,6,0.05,1136,51,114,SDMu-PCA,arc segments,0.5193367669648504,0.048013245033112585,0.5686274509803921
Left,random,RTT,PTT,6,0.1,1136,51,227,COT-u,arc segments,0.5173217674166442,0.0482897384305835,0.47058823529411764
Left,random,RTT,PTT,6,0.1,1136,51,227,SDMu-HS4,arc labels,0.49402728833468873,0.0437375745526839,0.43137254901960786
Left,random,RTT,PTT,6,0.1,1136,51,227,SDMu-HSsrc,arc segments,0.5536369386464264,0.06666666666666667,0.3137254901960784
Left,random,RTT,PTT,6,0.1,1136,51,227,SDMu-PCA,arc segments,0.5,0.0,0.0
Left,random,RTT,PTT,6,0.2,1136,51,454,COT-u,arc segments,0.48808168428661786,0.04297520661157025,0.5098039215686274
Left,random,RTT,PTT,6,0.2,1136,51,454,SDMu-HS4,arc labels,0.4625192012288787,0.03695652173913044,0.3333333333333333
Left,random,RTT,PTT,6,0.2,1136,51,454,SDMu-HSsrc,arc segments,0.5610102105358272,0.07142857142857142,0.3137254901960784
Left,random,RTT,PTT,6,0.2,1136,51,454,SDMu-PCA,arc segments,0.5,0.0448943661971831,1.0
Left,random,RTT,PTT,6,0.3,1136,51,682,COT-u,arc segments,0.5111683383030632,0.046583850931677016,0.5882352941176471
Left,random,RTT,PTT,6,0.3,1136,51,682,SDMu-HS4,arc labels,0.5057106713653203,0.046511627906976744,0.3137254901960784
Left,random,RTT,PTT,6,0.3,1136,51,682,SDMu-HSsrc,arc segments,0.5577844040842144,0.06926406926406926,0.3137254901960784
Left,random,RTT,PTT,6,0.3,1136,51,682,SDMu-PCA,arc segments,0.5644980572874311,0.05731225296442688,0.5686274509803921
Left,random,RTT,PTT,6,0.5,1136,51,1112,COT-u,arc segments,0.5129755127857595,0.04648241206030151,0.7254901960784313
Left,random,RTT,PTT,6,0.5,1136,51,1112,SDMu-HS4,arc labels,0.5145116110960514,0.04830917874396135,0.39215686274509803
Left,random,RTT,PTT,6,0.5,1136,51,1112,SDMu-HSsrc,arc segments,0.5660793349597903,0.07511737089201878,0.3137254901960784
Left,random,RTT,PTT,6,0.5,1136,51,1112,SDMu-PCA,arc segments,0.5,0.0448943661971831,1.0
Left,random,RTT,PTT,7,0.05,1136,54,114,COT-u,arc segments,0.4922468679400288,0.046413502109704644,0.6111111111111112
Left,random,RTT,PTT,7,0.05,1136,54,114,SDMu-HS4,arc labels,0.5337509413294995,0.05426356589147287,0.5185185185185185
Left,random,RTT,PTT,7,0.05,1136,54,114,SDMu-HSsrc,arc segments,0.5300711987403299,0.05321100917431193,0.5370370370370371
Left,random,RTT,PTT,7,0.05,1136,54,114,SDMu-PCA,arc segments,0.520298487026768,0.05186721991701245,0.46296296296296297
Left,random,RTT,PTT,7,0.1,1136,54,227,COT-u,arc segments,0.5088998425412473,0.04885057471264368,0.6296296296296297
Left,random,RTT,PTT,7,0.1,1136,54,227,SDMu-HS4,arc labels,0.5647292394057644,0.06170212765957447,0.5370370370370371
Left,random,RTT,PTT,7,0.1,1136,54,227,SDMu-HSsrc,arc segments,0.5240466899431779,0.0521415270018622,0.5185185185185185
Left,random,RTT,PTT,7,0.1,1136,54,227,SDMu-PCA,arc segments,0.5860888615047579,0.06363636363636363,0.6481481481481481
Left,random,RTT,PTT,7,0.2,1136,54,454,COT-u,arc segments,0.49733004723762586,0.047142857142857146,0.6111111111111112
Left,random,RTT,PTT,7,0.2,1136,54,454,SDMu-HS4,arc labels,0.5628808105702745,0.06118143459915612,0.5370370370370371
Left,random,RTT,PTT,7,0.2,1136,54,454,SDMu-HSsrc,arc segments,0.5286848771137127,0.05291970802919708,0.5370370370370371
Left,random,RTT,PTT,7,0.2,1136,54,454,SDMu-PCA,arc segments,0.5,0.0,0.0
Left,random,RTT,PTT,7,0.3,1136,54,682,COT-u,arc segments,0.5307044567673034,0.05172413793103448,0.7222222222222222
Left,random,RTT,PTT,7,0.3,1136,54,682,SDMu-HS4,arc labels,0.5684432121585541,0.062111801242236024,0.5555555555555556
Left,random,RTT,PTT,7,0.3,1136,54,682,SDMu-HSsrc,arc segments,0.5296090915314575,0.05311355311355311,0.5370370370370371
Left,random,RTT,PTT,7,0.3,1136,54,682,SDMu-PCA,arc segments,0.5,0.0,0.0
Left,random,RTT,PTT,7,0.5,1136,54,1124,COT-u,arc segments,0.5246799479701513,0.05093833780160858,0.7037037037037037
Left,random,RTT,PTT,7,0.5,1136,54,1124,SDMu-HS4,arc labels,0.5337851714931198,0.053763440860215055,0.5555555555555556
Left,random,RTT,PTT,7,0.5,1136,54,1124,SDMu-HSsrc,arc segments,0.5296090915314575,0.05311355311355311,0.5370370370370371
Left,random,RTT,PTT,7,0.5,1136,54,1124,SDMu-PCA,arc segments,0.5018141986718696,0.04789272030651341,0.46296296296296297
Left,random,RTT,WRM,0,0.05,508,35,51,COT-u,arc segments,0.3864995469646632,0.037815126050420166,0.2571428571428571
Left,random,RTT,WRM,0,0.05,508,35,51,SDMu-HSsrc,arc segments,0.5434309876170341,0.13043478260869565,0.17142857142857143
Left,random,RTT,WRM,0,0.05,508,35,51,SDMu-PCA,arc segments,0.4372093023255814,0.043478260869565216,0.2
Left,random,RTT,WRM,0,0.1,508,35,102,COT-u,arc segments,0.37324071277559645,0.028985507246376812,0.17142857142857143
Left,random,RTT,WRM,0,0.1,508,35,102,SDMu-HS4,arc labels,0.5969495620658412,0.11904761904761904,0.42857142857142855
Left,random,RTT,WRM,0,0.1,508,35,102,SDMu-HSsrc,arc segments,0.5518876472364844,0.15789473684210525,0.17142857142857143
Left,random,RTT,WRM,0,0.1,508,35,102,SDMu-PCA,arc segments,0.3928118393234672,0.034482758620689655,0.2
Left,random,RTT,WRM,0,0.2,508,35,203,COT-u,arc segments,0.40712775596496525,0.04291845493562232,0.2857142857142857
Left,random,RTT,WRM,0,0.2,508,35,203,SDMu-HS4,arc labels,0.5360314104500151,0.11320754716981132,0.17142857142857143
Left,random,RTT,WRM,0,0.2,508,35,203,SDMu-HSsrc,arc segments,0.5592872244035034,0.1935483870967742,0.17142857142857143
Left,random,RTT,WRM,0,0.2,508,35,203,SDMu-PCA,arc segments,0.3801268498942918,0.03255813953488372,0.2
Left,random,RTT,WRM,0,0.3,508,35,305,COT-u,arc segments,0.40607067351253395,0.042735042735042736,0.2857142857142857
Left,random,RTT,WRM,0,0.3,508,35,305,SDMu-HS4,arc labels,0.5402597402597402,0.12244897959183673,0.17142857142857143
Left,random,RTT,WRM,0,0.3,508,35,305,SDMu-HSsrc,arc segments,0.5460585925702205,0.1724137931034483,0.14285714285714285
Left,random,RTT,WRM,0,0.3,508,35,305,SDMu-PCA,arc segments,0.3727272727272727,0.03153153153153153,0.2
Left,random,RTT,WRM,0,0.5,508,35,498,COT-u,arc segments,0.3875264270613108,0.03365384615384615,0.2
Left,random,RTT,WRM,0,0.5,508,35,498,SDMu-HS4,arc labels,0.5402597402597402,0.12244897959183673,0.17142857142857143
Left,random,RTT,WRM,0,0.5,508,35,498,SDMu-HSsrc,arc segments,0.5592872244035034,0.1935483870967742,0.17142857142857143
Left,random,RTT,WRM,0,0.5,508,35,498,SDMu-PCA,arc segments,0.4107822410147992,0.03763440860215054,0.2
Left,random,RTT,WRM,1,0.05,508,24,51,COT-u,arc segments,0.49345730027548207,0.045871559633027525,0.4166666666666667
Left,random,RTT,WRM,1,0.05,508,24,51,SDMu-HS4,arc labels,0.5859159779614325,0.1076923076923077,0.2916666666666667
Left,random,RTT,WRM,1,0.05,508,24,51,SDMu-HSsrc,arc segments,0.5346074380165289,0.1,0.125
Left,random,RTT,WRM,1,0.05,508,24,51,SDMu-PCA,arc segments,0.5,0.047244094488188976,1.0
Left,random,RTT,WRM,1,0.1,508,24,102,COT-u,arc segments,0.38326446280991733,0.025,0.25
Left,random,RTT,WRM,1,0.1,508,24,102,SDMu-HS4,arc labels,0.5859159779614325,0.1076923076923077,0.2916666666666667
Left,random,RTT,WRM,1,0.1,508,24,102,SDMu-HSsrc,arc segments,0.5659435261707989,0.11904761904761904,0.20833333333333334
Left,random,RTT,WRM,1,0.1,508,24,102,SDMu-PCA,arc segments,0.5,0.047244094488188976,1.0
Left,random,RTT,WRM,1,0.2,508,24,203,COT-u,arc segments,0.384297520661157,0.02510460251046025,0.25
Left,random,RTT,WRM,1,0.2,508,24,203,SDMu-HS4,arc labels,0.6635674931129476,0.10144927536231885,0.5833333333333334
Left,random,RTT,WRM,1,0.2,508,24,203,SDMu-HSsrc,arc segments,0.6024449035812672,0.14285714285714285,0.2916666666666667
Left,random,RTT,WRM,1,0.2,508,24,203,SDMu-PCA,arc segments,0.5569903581267217,0.05909090909090909,0.5416666666666666
Left,random,RTT,WRM,1,0.3,508,24,305,COT-u,arc segments,0.38016528925619836,0.024691358024691357,0.25
Left,random,RTT,WRM,1,0.3,508,24,305,SDMu-HS4,arc labels,0.5786845730027548,0.09722222222222222,0.2916666666666667
Left,random,RTT,WRM,1,0.3,508,24,305,SDMu-HSsrc,arc segments,0.6034779614325069,0.14583333333333334,0.2916666666666667
Left,random,RTT,WRM,1,0.3,508,24,305,SDMu-PCA,arc segments,0.4049586776859504,0.0273972602739726,0.25
Left,random,RTT,WRM,1,0.5,508,24,487,COT-u,arc segments,0.39359504132231404,0.02608695652173913,0.25
Left,random,RTT,WRM,1,0.5,508,24,487,SDMu-HS4,arc labels,0.6143250688705234,0.09900990099009901,0.4166666666666667
Left,random,RTT,WRM,1,0.5,508,24,487,SDMu-HSsrc,arc segments,0.6014118457300276,0.14,0.2916666666666667
Left,random,RTT,WRM,1,0.5,508,24,487,SDMu-PCA,arc segments,0.5,0.047244094488188976,1.0
Left,random,RTT,WRM,2,0.05,508,24,51,COT-u,arc segments,0.4121900826446281,0.02830188679245283,0.25
Left,random,RTT,WRM,2,0.05,508,24,51,SDMu-HS4,arc labels,0.5726584022038568,0.08080808080808081,0.3333333333333333
Left,random,RTT,WRM,2,0.05,508,24,51,SDMu-HSsrc,arc segments,0.6386019283746556,0.09219858156028368,0.5416666666666666
Left,random,RTT,WRM,2,0.05,508,24,51,SDMu-PCA,arc segments,0.4090909090909091,0.027906976744186046,0.25
Left,random,RTT,WRM,2,0.1,508,24,102,COT-u,arc segments,0.40823002754820936,0.029535864978902954,0.2916666666666667
Left,random,RTT,WRM,2,0.1,508,24,102,SDMu-HS4,arc labels,0.5819559228650137,0.08888888888888889,0.3333333333333333
Left,random,RTT,WRM,2,0.1,508,24,102,SDMu-HSsrc,arc segments,0.5673209366391184,0.08433734939759036,0.2916666666666667
Left,random,RTT,WRM,2,0.1,508,24,102,SDMu-PCA,arc segments,0.4144283746556474,0.030303030303030304,0.2916666666666667
Left,random,RTT,WRM,2,0.2,508,24,203,COT-u,arc segments,0.4214876033057851,0.029556650246305417,0.25
Left,random,RTT,WRM,2,0.2,508,24,203,SDMu-HS4,arc labels,0.662534435261708,0.10071942446043165,0.5833333333333334
Left,random,RTT,WRM,2,0.2,508,24,203,SDMu-HSsrc,arc segments,0.5642217630853995,0.08139534883720931,0.2916666666666667
Left,random,RTT,WRM,2,0.2,508,24,203,SDMu-PCA,arc segments,0.6563360881542699,0.09655172413793103,0.5833333333333334
Left,random,RTT,WRM,2,0.3,508,24,305,COT-u,arc segments,0.5254820936639119,0.053475935828877004,0.4166666666666667
Left,random,RTT,WRM,2,0.3,508,24,305,SDMu-HS4,arc labels,0.6635674931129476,0.10144927536231885,0.5833333333333334
Left,random,RTT,WRM,2,0.3,508,24,305,SDMu-HSsrc,arc segments,0.5714531680440772,0.08860759493670886,0.2916666666666667
Left,random,RTT,WRM,2,0.3,508,24,305,SDMu-PCA,arc segments,0.6584022038567494,0.0979020979020979,0.5833333333333334
Left,random,RTT,WRM,2,0.5,508,24,488,COT-u,arc segments,0.4121900826446281,0.02830188679245283,0.25
Left,random,RTT,WRM,2,0.5,508,24,488,SDMu-HS4,arc labels,0.5767906336088154,0.08421052631578947,0.3333333333333333
Left,random,RTT,WRM,2,0.5,508,24,488,SDMu-HSsrc,arc segments,0.5693870523415978,0.08641975308641975,0.2916666666666667
Left,random,RTT,WRM,2,0.5,508,24,488,SDMu-PCA,arc segments,0.6563360881542699,0.09655172413793103,0.5833333333333334
Left,random,RTT,WRM,3,0.05,508,36,51,COT-u,arc segments,0.4530367231638418,0.05859375,0.4166666666666667
Left,random,RTT,WRM,3,0.05,508,36,51,SDMu-HSsrc,arc segments,0.6078154425612052,0.099601593625498,0.6944444444444444
Left,random,RTT,WRM,3,0.05,508,36,51,SDMu-PCA,arc segments,0.5035310734463276,0.07167235494880546,0.5833333333333334
Left,random,RTT,WRM,3,0.1,508,36,102,COT-u,arc segments,0.5010593220338984,0.07114624505928854,0.5
Left,random,RTT,WRM,3,0.1,508,36,102,SDMu-HS4,arc labels,0.6381826741996234,0.12222222222222222,0.6111111111111112
Left,random,RTT,WRM,3,0.1,508,36,102,SDMu-HSsrc,arc segments,0.6381826741996234,0.12222222222222222,0.6111111111111112
Left,random,RTT,WRM,3,0.1,508,36,102,SDMu-PCA,arc segments,0.4936440677966102,0.06923076923076923,0.5
Left,random,RTT,WRM,3,0.2,508,36,203,COT-u,arc segments,0.47175141242937857,0.061224489795918366,0.3333333333333333
Left,random,RTT,WRM,3,0.2,508,36,203,SDMu-HS4,arc labels,0.6328860640301319,0.11891891891891893,0.6111111111111112
Left,random,RTT,WRM,3,0.2,508,36,203,SDMu-HSsrc,arc segments,0.6424199623352166,0.125,0.6111111111111112
Left,random,RTT,WRM,3,0.2,508,36,203,SDMu-PCA,arc segments,0.4643361581920904,0.059113300492610835,0.3333333333333333
Left,random,RTT,WRM,3,0.3,508,36,305,COT-u,arc segments,0.5416666666666667,0.08171206225680934,0.5833333333333334
Left,random,RTT,WRM,3,0.3,508,36,305,SDMu-HS4,arc labels,0.6285310734463276,0.12,0.5833333333333334
Left,random,RTT,WRM,3,0.3,508,36,305,SDMu-HSsrc,arc segments,0.6109934086629002,0.1322314049586777,0.4444444444444444
Left,random,RTT,WRM,3,0.3,508,36,305,SDMu-PCA,arc segments,0.64030131826742,0.12359550561797752,0.6111111111111112
Left,random,RTT,WRM,3,0.5,508,36,487,COT-u,arc segments,0.46021657250470804,0.058823529411764705,0.3611111111111111
Left,random,RTT,WRM,3,0.5,508,36,487,SDMu-HS4,arc labels,0.629590395480226,0.1206896551724138,0.5833333333333334
Left,random,RTT,WRM,3,0.5,508,36,487,SDMu-HSsrc,arc segments,0.6162900188323917,0.13793103448275862,0.4444444444444444
Left,random,RTT,WRM,3,0.5,508,36,487,SDMu-PCA,arc segments,0.64030131826742,0.12359550561797752,0.6111111111111112
Left,random,RTT,WRM,4,0.05,508,30,51,COT-u,arc segments,0.44274755927475595,0.04564315352697095,0.36666666666666664
Left,random,RTT,WRM,4,0.05,508,30,51,SDMu-HS4,arc labels,0.5548117154811716,0.09,0.3
Left,random,RTT,WRM,4,0.05,508,30,51,SDMu-HSsrc,arc segments,0.6266387726638774,0.1206896551724138,0.4666666666666667
Left,random,RTT,WRM,4,0.05,508,30,51,SDMu-PCA,arc segments,0.6085774058577406,0.08955223880597014,0.6
Left,random,RTT,WRM,4,0.1,508,30,102,COT-u,arc segments,0.47831241283124126,0.05314009661835749,0.36666666666666664
Left,random,RTT,WRM,4,0.1,508,30,102,SDMu-HS4,arc labels,0.6168758716875872,0.09047619047619047,0.6333333333333333
Left,random,RTT,WRM,4,0.1,508,30,102,SDMu-HSsrc,arc segments,0.6119246861924685,0.10204081632653061,0.5
Left,random,RTT,WRM,4,0.1,508,30,102,SDMu-PCA,arc segments,0.45634588563458856,0.04824561403508772,0.36666666666666664
Left,random,RTT,WRM,4,0.2,508,30,203,COT-u,arc segments,0.48249651324965126,0.054187192118226604,0.36666666666666664
Left,random,RTT,WRM,4,0.2,508,30,203,SDMu-HS4,arc labels,0.5815899581589958,0.08522727272727272,0.5
Left,random,RTT,WRM,4,0.2,508,30,203,SDMu-HSsrc,arc segments,0.5993026499302649,0.09090909090909091,0.5333333333333333
Left,random,RTT,WRM,4,0.2,508,30,203,SDMu-PCA,arc segments,0.5032775453277545,0.059907834101382486,0.43333333333333335
Left,random,RTT,WRM,4,0.3,508,30,305,COT-u,arc segments,0.5127615062761506,0.06282722513089005,0.4
Left,random,RTT,WRM,4,0.3,508,30,305,SDMu-HS4,arc labels,0.5993026499302649,0.09090909090909091,0.5333333333333333
Left,random,RTT,WRM,4,0.3,508,30,305,SDMu-HSsrc,arc segments,0.6234309623430963,0.11029411764705882,0.5
Left,random,RTT,WRM,4,0.3,508,30,305,SDMu-PCA,arc segments,0.5367503486750349,0.07027027027027027,0.43333333333333335
Left,random,RTT,WRM,4,0.5,508,30,487,COT-u,arc segments,0.5147838214783822,0.06310679611650485,0.43333333333333335
Left,random,RTT,WRM,4,0.5,508,30,487,SDMu-HS4,arc labels,0.5972105997210599,0.0898876404494382,0.5333333333333333
Left,random,RTT,WRM,4,0.5,508,30,487,SDMu-HSsrc,arc segments,0.6182008368200838,0.10638297872340426,0.5
Left,random,RTT,WRM,4,0.5,508,30,487,SDMu-PCA,arc segments,0.5346582984658299,0.06951871657754011,0.43333333333333335
Left,random,RTT,WRM,5,0.05,508,28,51,COT-u,arc segments,0.5125,0.05785123966942149,0.5
Left,random,RTT,WRM,5,0.05,508,28,51,SDMu-HS4,arc labels,0.5668154761904762,0.07211538461538461,0.5357142857142857
Left,random,RTT,WRM,5,0.05,508,28,51,SDMu-HSsrc,arc segments,0.6105654761904762,0.09036144578313253,0.5357142857142857
Left,random,RTT,WRM,5,0.05,508,28,51,SDMu-PCA,arc segments,0.5669642857142857,0.07079646017699115,0.5714285714285714
Left,random,RTT,WRM,5,0.1,508,28,102,COT-u,arc segments,0.5233630952380952,0.05944055944055944,0.6071428571428571
Left,random,RTT,WRM,5,0.1,508,28,102,SDMu-HS4,arc labels,0.5376488095238094,0.0635593220338983,0.5357142857142857
Left,random,RTT,WRM,5,0.1,508,28,102,SDMu-HSsrc,arc segments,0.5647321428571428,0.07142857142857142,0.5357142857142857
Left,random,RTT,WRM,5,0.1,508,28,102,SDMu-PCA,arc segments,0.48214285714285715,0.05138339920948617,0.4642857142857143
Left,random,RTT,WRM,5,0.2,508,28,203,COT-u,arc segments,0.48333333333333334,0.05185185185185185,0.5
Left,random,RTT,WRM,5,0.2,508,28,203,SDMu-HS4,arc labels,0.5848214285714286,0.07488986784140969,0.6071428571428571
Left,random,RTT,WRM,5,0.2,508,28,203,SDMu-HSsrc,arc segments,0.5522321428571428,0.06756756756756757,0.5357142857142857
Left,random,RTT,WRM,5,0.2,508,28,203,SDMu-PCA,arc segments,0.5041666666666667,0.056,0.5
Left,random,RTT,WRM,5,0.3,508,28,305,COT-u,arc segments,0.4552083333333333,0.04713804713804714,0.5
Left,random,RTT,WRM,5,0.3,508,28,305,SDMu-HS4,arc labels,0.5607142857142857,0.06896551724137931,0.5714285714285714
Left,random,RTT,WRM,5,0.3,508,28,305,SDMu-HSsrc,arc segments,0.5648809523809524,0.07017543859649122,0.5714285714285714
Left,random,RTT,WRM,5,0.3,508,28,305,SDMu-PCA,arc segments,0.48020833333333335,0.05128205128205128,0.5
Left,random,RTT,WRM,5,0.5,508,28,487,COT-u,arc segments,0.4772321428571429,0.05102040816326531,0.5357142857142857
Left,random,RTT,WRM,5,0.5,508,28,487,SDMu-HS4,arc labels,0.5305059523809523,0.06130268199233716,0.5714285714285714
Left,random,RTT,WRM,5,0.5,508,28,487,SDMu-HSsrc,arc segments,0.562797619047619,0.06956521739130435,0.5714285714285714
Left,random,RTT,WRM,5,0.5,508,28,487,SDMu-PCA,arc segments,0.48125,0.051470588235294115,0.5
Left,random,RTT,WRM,6,0.05,508,18,51,COT-u,arc segments,0.6276643990929706,0.05185185185185185,0.7777777777777778
Left,random,RTT,WRM,6,0.05,508,18,51,SDMu-HS4,arc labels,0.6429705215419501,0.054901960784313725,0.7777777777777778
Left,random,RTT,WRM,6,0.05,508,18,51,SDMu-HSsrc,arc segments,0.6429705215419501,0.054901960784313725,0.7777777777777778
Left,random,RTT,WRM,6,0.05,508,18,51,SDMu-PCA,arc segments,0.6151927437641723,0.051181102362204724,0.7222222222222222
Left,random,RTT,WRM,6,0.1,508,18,102,COT-u,arc segments,0.6297052154195011,0.05223880597014925,0.7777777777777778
Left,random,RTT,WRM,6,0.1,508,18,102,SDMu-HS4,arc labels,0.6366213151927438,0.055793991416309016,0.7222222222222222
Left,random,RTT,WRM,6,0.1,508,18,102,SDMu-HSsrc,arc segments,0.664172335600907,0.06310679611650485,0.7222222222222222
Left,random,RTT,WRM,6,0.1,508,18,102,SDMu-PCA,arc segments,0.5,0.03543307086614173,1.0
Left,random,RTT,WRM,6,0.2,508,18,203,COT-u,arc segments,0.5917233560090702,0.04693140794223827,0.7222222222222222
Left,random,RTT,WRM,6,0.2,508,18,203,SDMu-HS4,arc labels,0.6450113378684807,0.05533596837944664,0.7777777777777778
Left,random,RTT,WRM,6,0.2,508,18,203,SDMu-HSsrc,arc segments,0.6529478458049887,0.059907834101382486,0.7222222222222222
Left,random,RTT,WRM,6,0.2,508,18,203,SDMu-PCA,arc segments,0.5,0.03543307086614173,1.0
Left,random,RTT,WRM,6,0.3,508,18,305,COT-u,arc segments,0.6554421768707483,0.055350553505535055,0.8333333333333334
Left,random,RTT,WRM,6,0.3,508,18,305,SDMu-HS4,arc labels,0.6429705215419501,0.054901960784313725,0.7777777777777778
Left,random,RTT,WRM,6,0.3,508,18,305,SDMu-HSsrc,arc segments,0.6776643990929705,0.06334841628959276,0.7777777777777778
Left,random,RTT,WRM,6,0.3,508,18,305,SDMu-PCA,arc segments,0.6368480725623583,0.05363984674329502,0.7777777777777778
Left,random,RTT,WRM,6,0.5,508,18,487,COT-u,arc segments,0.6080498866213152,0.04980842911877394,0.7222222222222222
Left,random,RTT,WRM,6,0.5,508,18,487,SDMu-HS4,arc labels,0.6315192743764173,0.0546218487394958,0.7222222222222222
Left,random,RTT,WRM,6,0.5,508,18,487,SDMu-HSsrc,arc segments,0.6651927437641723,0.06341463414634146,0.7222222222222222
Left,random,RTT,WRM,6,0.5,508,18,487,SDMu-PCA,arc segments,0.6315192743764173,0.0546218487394958,0.7222222222222222
Left,random,RTT,WRM,7,0.05,508,19,51,COT-u,arc segments,0.5515014530190507,0.04608294930875576,0.5263157894736842
Left,random,RTT,WRM,7,0.05,508,19,51,SDMu-HS4,arc labels,0.5795931546658055,0.04938271604938271,0.631578947368421
Left,random,RTT,WRM,7,0.05,508,19,51,SDMu-HSsrc,arc segments,0.6104832633731568,0.051194539249146756,0.7894736842105263
Left,random,RTT,WRM,7,0.05,508,19,51,SDMu-PCA,arc segments,0.5650091486384674,0.045774647887323945,0.6842105263157895
Left,random,RTT,WRM,7,0.1,508,19,102,COT-u,arc segments,0.6240447745129696,0.05533596837944664,0.7368421052631579
Left,random,RTT,WRM,7,0.1,508,19,102,SDMu-HS4,arc labels,0.6120439134646432,0.0546218487394958,0.6842105263157895
Left,random,RTT,WRM,7,0.1,508,19,102,SDMu-HSsrc,arc segments,0.6176407275858358,0.05244755244755245,0.7894736842105263
